,Structure File,Kd(nM),Receptor,Ligand ID,rec_ligscaff,Reference
515,http://www.bindingdb.org/data/surflex/3M98_E02/3M98-results_50329825.mol2,477.0,3M98,50329825,3M98_E02,0
516,http://www.bindingdb.org/data/surflex/3M98_E02/3M98-results_50329826.mol2,683.5,3M98,50329826,3M98_E02,0
517,http://www.bindingdb.org/data/surflex/3M98_E02/3M98-results_50380153.mol2,220.0,3M98,50380153,3M98_E02,0
521,http://www.bindingdb.org/data/surflex/2VTD_LKM/2VTD-results_26444.mol2,165000.0,2VTD,26444,2VTD_LKM,0
522,http://www.bindingdb.org/data/surflex/2VTD_LKM/2VTD-results_26455.mol2,5500.0,2VTD,26455,2VTD_LKM,1
523,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380138.mol2,41.5,3MYQ,50380138,3MYQ_E27,0
524,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380139.mol2,180.0,3MYQ,50380139,3MYQ_E27,0
525,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380141.mol2,123.5,3MYQ,50380141,3MYQ_E27,0
526,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380146.mol2,75.0,3MYQ,50380146,3MYQ_E27,0
527,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380151.mol2,150.0,3MYQ,50380151,3MYQ_E27,0
528,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380152.mol2,143.0,3MYQ,50380152,3MYQ_E27,0
529,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380153.mol2,220.0,3MYQ,50380153,3MYQ_E27,0
530,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380155.mol2,73.0,3MYQ,50380155,3MYQ_E27,0
531,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380158.mol2,165.0,3MYQ,50380158,3MYQ_E27,0
532,http://www.bindingdb.org/data/surflex/3MYQ_E27/3MYQ-results_50380159.mol2,43.5,3MYQ,50380159,3MYQ_E27,0
533,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380138.mol2,41.5,3M96,50380138,3M96_E38,0
534,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380139.mol2,180.0,3M96,50380139,3M96_E38,0
535,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380141.mol2,123.5,3M96,50380141,3M96_E38,0
536,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380146.mol2,75.0,3M96,50380146,3M96_E38,0
537,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380151.mol2,150.0,3M96,50380151,3M96_E38,0
538,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380152.mol2,143.0,3M96,50380152,3M96_E38,0
539,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380153.mol2,220.0,3M96,50380153,3M96_E38,0
540,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380155.mol2,73.0,3M96,50380155,3M96_E38,0
541,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380158.mol2,165.0,3M96,50380158,3M96_E38,0
542,http://www.bindingdb.org/data/surflex/3M96_E38/3M96-results_50380159.mol2,43.5,3M96,50380159,3M96_E38,0
543,http://www.bindingdb.org/data/surflex/1BNT_AL2/1BNT-results_10885.mol2,0.11,1BNT,10885,1BNT_AL2,0
546,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380138.mol2,41.5,3SAX,50380138,3SAX_E50,0
547,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380139.mol2,180.0,3SAX,50380139,3SAX_E50,0
548,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380141.mol2,123.5,3SAX,50380141,3SAX_E50,0
549,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380142.mol2,35.0,3SAX,50380142,3SAX_E50,0
550,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380146.mol2,75.0,3SAX,50380146,3SAX_E50,0
551,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380151.mol2,150.0,3SAX,50380151,3SAX_E50,0
552,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380152.mol2,143.0,3SAX,50380152,3SAX_E50,1
553,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380153.mol2,220.0,3SAX,50380153,3SAX_E50,0
554,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380155.mol2,73.0,3SAX,50380155,3SAX_E50,0
555,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380158.mol2,165.0,3SAX,50380158,3SAX_E50,0
556,http://www.bindingdb.org/data/surflex/3SAX_E50/3SAX-results_50380159.mol2,43.5,3SAX,50380159,3SAX_E50,0
557,http://www.bindingdb.org/data/surflex/3MHI_J90/3MHI-results_50329764.mol2,33.5,3MHI,50329764,3MHI_J90,0
558,http://www.bindingdb.org/data/surflex/3MHI_J90/3MHI-results_50329770.mol2,53.0,3MHI,50329770,3MHI_J90,0
559,http://www.bindingdb.org/data/surflex/3MHI_J90/3MHI-results_50329771.mol2,110.0,3MHI,50329771,3MHI_J90,0
560,http://www.bindingdb.org/data/surflex/1G6S_S3P/1G6S-results_50280242.mol2,7500.0,1G6S,50280242,1G6S_S3P,0
561,http://www.bindingdb.org/data/surflex/1N5R_PRM/1N5R-results_50292570.mol2,119500.0,1N5R,50292570,1N5R_PRM,1
562,http://www.bindingdb.org/data/surflex/1YHS_STU/1YHS-results_50059889.mol2,9.0,1YHS,50059889,1YHS_STU,0
567,http://www.bindingdb.org/data/surflex/2AA9_SKM/2AA9-results_50280242.mol2,7500.0,2AA9,50280242,2AA9_SKM,0
568,http://www.bindingdb.org/data/surflex/3M3X_JS7/3M3X-results_50329765.mol2,230.0,3M3X,50329765,3M3X_JS7,0
569,http://www.bindingdb.org/data/surflex/3M3X_JS7/3M3X-results_50329770.mol2,53.0,3M3X,50329770,3M3X_JS7,1
570,http://www.bindingdb.org/data/surflex/3M3X_JS7/3M3X-results_50329771.mol2,110.0,3M3X,50329771,3M3X_JS7,0
571,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329760.mol2,145.0,3M5E,50329760,3M5E_JDR,0
572,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329763.mol2,245.0,3M5E,50329763,3M5E_JDR,0
573,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329764.mol2,33.5,3M5E,50329764,3M5E_JDR,1
574,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329765.mol2,230.0,3M5E,50329765,3M5E_JDR,0
575,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329770.mol2,53.0,3M5E,50329770,3M5E_JDR,0
577,http://www.bindingdb.org/data/surflex/1BNU_AL3/1BNU-results_10885.mol2,0.11,1BNU,10885,1BNU_AL3,0
580,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380142.mol2,35.0,3SBH,50380142,3SBH_E65,0
581,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380143.mol2,42.5,3SBH,50380143,3SBH_E65,1
582,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380145.mol2,72.0,3SBH,50380145,3SBH_E65,0
583,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380146.mol2,75.0,3SBH,50380146,3SBH_E65,0
584,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380147.mol2,43.0,3SBH,50380147,3SBH_E65,0
585,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380148.mol2,8.0,3SBH,50380148,3SBH_E65,0
586,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380149.mol2,20.0,3SBH,50380149,3SBH_E65,0
587,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380150.mol2,25.0,3SBH,50380150,3SBH_E65,0
588,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380153.mol2,220.0,3SBH,50380153,3SBH_E65,0
589,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380154.mol2,24.0,3SBH,50380154,3SBH_E65,0
590,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380156.mol2,59.0,3SBH,50380156,3SBH_E65,0
591,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380157.mol2,67.0,3SBH,50380157,3SBH_E65,0
592,http://www.bindingdb.org/data/surflex/3SBH_E65/3SBH-results_50380158.mol2,165.0,3SBH,50380158,3SBH_E65,0
594,http://www.bindingdb.org/data/surflex/3MHM_J75/3MHM-results_50329764.mol2,33.5,3MHM,50329764,3MHM_J75,0
595,http://www.bindingdb.org/data/surflex/3MHM_J75/3MHM-results_50329770.mol2,53.0,3MHM,50329770,3MHM_J75,0
596,http://www.bindingdb.org/data/surflex/3MHM_J75/3MHM-results_50329771.mol2,110.0,3MHM,50329771,3MHM_J75,0
597,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329759.mol2,130.0,3MHO,50329759,3MHO_J43,0
598,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329760.mol2,145.0,3MHO,50329760,3MHO_J43,0
599,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329763.mol2,245.0,3MHO,50329763,3MHO_J43,1
600,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329764.mol2,33.5,3MHO,50329764,3MHO_J43,0
601,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329765.mol2,230.0,3MHO,50329765,3MHO_J43,0
602,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078440.mol2,0.055,2VC2,50078440,2VC2_180,0
603,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078442.mol2,3.0,2VC2,50078442,2VC2_180,0
604,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316304.mol2,4750.0,1L8B,50316304,1L8B_MGP,0
605,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316305.mol2,1055.0,1L8B,50316305,1L8B_MGP,0
606,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316315.mol2,7865.0,1L8B,50316315,1L8B_MGP,0
607,http://www.bindingdb.org/data/surflex/1G6T_S3P/1G6T-results_50280242.mol2,7500.0,1G6T,50280242,1G6T_S3P,0
610,http://www.bindingdb.org/data/surflex/1BCD_FMS/1BCD-results_50044311.mol2,110.5,1BCD,50044311,1BCD_FMS,1
611,http://www.bindingdb.org/data/surflex/1BNN_AL1/1BNN-results_10885.mol2,0.11,1BNN,10885,1BNN_AL1,0
616,http://www.bindingdb.org/data/surflex/1BNQ_AL4/1BNQ-results_10885.mol2,0.11,1BNQ,10885,1BNQ_AL4,0
618,http://www.bindingdb.org/data/surflex/1BNV_AL7/1BNV-results_10885.mol2,0.11,1BNV,10885,1BNV_AL7,0
619,http://www.bindingdb.org/data/surflex/3MHL_J71/3MHL-results_50329764.mol2,33.5,3MHL,50329764,3MHL_J71,0
620,http://www.bindingdb.org/data/surflex/3MHL_J71/3MHL-results_50329770.mol2,53.0,3MHL,50329770,3MHL_J71,1
621,http://www.bindingdb.org/data/surflex/3MHL_J71/3MHL-results_50329771.mol2,110.0,3MHL,50329771,3MHL_J71,0
624,http://www.bindingdb.org/data/surflex/2NNO_M28/2NNO-results_10877.mol2,410300.0,2NNO,10877,2NNO_M28,0
625,http://www.bindingdb.org/data/surflex/2NNO_M28/2NNO-results_50415863.mol2,111850.0,2NNO,50415863,2NNO_M28,1
