PDB ID	Ligand Monomer ID	Ligand Name	Receptor Ki (binding affinity)
2RCW	27126	cyclic amine-containing benzimidazole carboxamide, 10f	59
2RCW	27129	cyclic amine-containing benzimidazole carboxamide, 10i	31
2RCW	27145	benzimidazole carboxamide, 10a	3
2RCW	27161	benzimidazole carboxamide, 26	4
2RCW	27162	benzimidazole carboxamide, 27	8
2RCW	27163	benzimidazole carboxamide, 28	7
2RCW	50251580	CHEMBL481478	45
2TCL	50071243	CHEMBL65439	1890
2TCL	50071244	CHEMBL66589	51
2TCL	50071245	CHEMBL62709	225
2TCL	50071246	CHEMBL65578	112
2TCL	50071248	CHEMBL416857	57
2TCL	50071250	CHEMBL292545	11
2TCL	50071251	CHEMBL62436	96
2TCL	50071253	CHEMBL65579	4360
2TCL	50071255	CHEMBL61679	129
2TCL	50071256	CHEMBL417574	49
2TCL	50089194	ACTINONIN	300
2TCL	50109170	CHEMBL125553	47
2TCL	50146631	CHEMBL92608	40
2UUO	26442	naphthalene-N-sulfonyl-D-glu derivative, 17a	590000
2UUO	26443	naphthalene-N-sulfonyl-D-glu derivative, 17b	305000
2UUO	26444	naphthalene-N-sulfonyl-D-glu derivative, 17c	280000
2UUO	26445	naphthalene-N-sulfonyl-D-glu derivative, 17d	170000
2UUO	26446	naphthalene-N-sulfonyl-D-glu derivative, 17e	176000
2UUO	26449	naphthalene-N-sulfonyl-D-glu derivative, 17h	1000000
2UUO	26450	naphthalene-N-sulfonyl-D-glu derivative, 17i	400000
2UUO	26452	naphthalene-N-sulfonyl-D-glu derivative, 17k	132000
2UUO	26459	naphthylsulfonamide, 16c	2000000
2UUO	26460	naphthylsulfonamide, 20	710000
2UUO	26463	naphthylsulfonamide, 31	1000000
2UUO	26464	naphthylsulfonamide, 38	180000
2UUO	26465	naphthylsulfonamide, 39	1000000
2UUO	26466	naphthylsulfonamide, 40	1000000
2UUP	26442	naphthalene-N-sulfonyl-D-glu derivative, 17a	590000
2UUP	26445	naphthalene-N-sulfonyl-D-glu derivative, 17d	170000
2UUP	26446	naphthalene-N-sulfonyl-D-glu derivative, 17e	176000
2UUP	26448	naphthalene-N-sulfonyl-D-glu derivative, 17g	630000
2UUP	26449	naphthalene-N-sulfonyl-D-glu derivative, 17h	1000000
2UUP	26452	naphthalene-N-sulfonyl-D-glu derivative, 17k	132000
2UUP	26453	naphthalene-N-sulfonyl-D-glu derivative, 17l	105000
2UUP	26454	naphthalene-N-sulfonyl-D-glu derivative, 17m	100000
2UUP	26455	naphthalene-N-sulfonyl-D-glu derivative, 17n	85000
2UUP	26456	naphthalene-N-sulfonyl-D-glu derivative, 17o	122000
2UUP	26464	naphthylsulfonamide, 38	180000
2UW9	16213	pyrazole-based inhibitor 3	5200
2UW9	16214	pyrazole-based inhibitor 4	3000
2UW9	16216	pyrazole-based inhibitor 6	510
2UW9	16217	pyrazole-based inhibitor 7	200
2UW9	16218	pyrazole-based inhibitor 8	31
2UW9	16219	pyrazole-based inhibitor 9	18
2UW9	16220	pyrazole-based inhibitor 8a	34
2UW9	16221	pyrazole-based inhibitor 8b	280
2UW9	16232	6-phenylpurine compound 20	20
2UYI	24152	thiophene containing compound, 15	1700
2UYI	24153	thiophene containing compound, 16	4100
2UYI	24163	thiophene containing compound, 26	6000
2UYI	24164	thiophene containing compound, 27	3900
2UYI	24165	thiophene containing compound, 28	2800
2UYI	24167	thiophene containing compound, 30	27000
2UYI	24168	thiophene containing compound, 31	8600
2UYI	24169	thiophene containing compound, 32	7500
2UYI	24170	thiophene containing compound, 33	480
2UYI	24171	thiophene containing compound, 34	5900
2UYI	24173	thiophene containing compound, 36	3500
2UYI	24174	thiophene containing compound, 37	3100
2UYI	24175	thiophene containing compound, 38	12000
2UYI	24176	thiophene containing compound, 39	7400
2UYI	24177	thiophene containing compound, 40	69000
2UYM	24152	thiophene containing compound, 15	1700
2UYM	24153	thiophene containing compound, 16	4100
2UYM	24163	thiophene containing compound, 26	6000
2UYM	24164	thiophene containing compound, 27	3900
2UYM	24165	thiophene containing compound, 28	2800
2UYM	24167	thiophene containing compound, 30	27000
2UYM	24168	thiophene containing compound, 31	8600
2UYM	24169	thiophene containing compound, 32	7500
2UYM	24170	thiophene containing compound, 33	480
2UYM	24171	thiophene containing compound, 34	5900
2UYM	24173	thiophene containing compound, 36	3500
2UYM	24174	thiophene containing compound, 37	3100
2UYM	24175	thiophene containing compound, 38	12000
2UYM	24176	thiophene containing compound, 39	7400
2UYM	24177	thiophene containing compound, 40	69000
2UZB	17141	2-imino-thiazolidin-4-one analog, 1	180
2UZB	17142	2-imino-thiazolidin-4-one analog, 3	19000
2UZB	17143	2-imino-thiazolidin-4-one analog, 4	47000
2UZB	17144	2-imino-thiazolidin-4-one analog, 6	120
2UZB	17145	2-imino-thiazolidin-4-one analog, 7	570
2UZB	17146	2-imino-thiazolidin-4-one analog, 8	2900
2UZB	17147	2-imino-thiazolidin-4-one analog, 9	150000
2UZB	17148	2-imino-thiazolidin-4-one analog, 10	9300
2UZB	17149	2-imino-thiazolidin-4-one analog, 11	610
2UZB	17150	2-imino-thiazolidin-4-one analog, 12	570
2UZB	17151	2-imino-thiazolidin-4-one analog, 13	30
2UZB	17152	thiazolidine-2,4-dione, 14	27000
2UZD	17141	2-imino-thiazolidin-4-one analog, 1	180
2UZD	17142	2-imino-thiazolidin-4-one analog, 3	19000
2UZD	17143	2-imino-thiazolidin-4-one analog, 4	47000
2UZD	17145	2-imino-thiazolidin-4-one analog, 7	570
2UZD	17146	2-imino-thiazolidin-4-one analog, 8	2900
2UZD	17147	2-imino-thiazolidin-4-one analog, 9	150000
2UZD	17149	2-imino-thiazolidin-4-one analog, 11	610
2UZD	17151	2-imino-thiazolidin-4-one analog, 13	30
2UZD	17152	thiazolidine-2,4-dione, 14	27000
2UZE	17141	2-imino-thiazolidin-4-one analog, 1	180
2UZE	17142	2-imino-thiazolidin-4-one analog, 3	19000
2UZE	17143	2-imino-thiazolidin-4-one analog, 4	47000
2UZE	17144	2-imino-thiazolidin-4-one analog, 6	120
2UZE	17145	2-imino-thiazolidin-4-one analog, 7	570
2UZE	17147	2-imino-thiazolidin-4-one analog, 9	150000
2UZE	17148	2-imino-thiazolidin-4-one analog, 10	9300
2UZE	17149	2-imino-thiazolidin-4-one analog, 11	610
2UZE	17150	2-imino-thiazolidin-4-one analog, 12	570
2UZE	17151	2-imino-thiazolidin-4-one analog, 13	30
2UZE	17152	thiazolidine-2,4-dione, 14	27000
2UZL	17141	2-imino-thiazolidin-4-one analog, 1	180
2UZL	17142	2-imino-thiazolidin-4-one analog, 3	19000
2UZL	17143	2-imino-thiazolidin-4-one analog, 4	47000
2UZL	17144	2-imino-thiazolidin-4-one analog, 6	120
2UZL	17145	2-imino-thiazolidin-4-one analog, 7	570
2UZL	17146	2-imino-thiazolidin-4-one analog, 8	2900
2UZL	17147	2-imino-thiazolidin-4-one analog, 9	150000
2UZL	17148	2-imino-thiazolidin-4-one analog, 10	9300
2UZL	17149	2-imino-thiazolidin-4-one analog, 11	610
2UZL	17150	2-imino-thiazolidin-4-one analog, 12	570
2UZL	17151	2-imino-thiazolidin-4-one analog, 13	30
2UZL	17152	thiazolidine-2,4-dione, 14	27000
2UZN	17141	2-imino-thiazolidin-4-one analog, 1	180
2UZN	17142	2-imino-thiazolidin-4-one analog, 3	19000
2UZN	17143	2-imino-thiazolidin-4-one analog, 4	47000
2UZN	17144	2-imino-thiazolidin-4-one analog, 6	120
2UZN	17145	2-imino-thiazolidin-4-one analog, 7	570
2UZN	17146	2-imino-thiazolidin-4-one analog, 8	2900
2UZN	17147	2-imino-thiazolidin-4-one analog, 9	150000
2UZN	17148	2-imino-thiazolidin-4-one analog, 10	9300
2UZN	17149	2-imino-thiazolidin-4-one analog, 11	610
2UZN	17150	2-imino-thiazolidin-4-one analog, 12	570
2UZN	17151	2-imino-thiazolidin-4-one analog, 13	30
2UZN	17152	thiazolidine-2,4-dione, 14	27000
2UZO	17141	2-imino-thiazolidin-4-one analog, 1	180
2UZO	17142	2-imino-thiazolidin-4-one analog, 3	19000
2UZO	17143	2-imino-thiazolidin-4-one analog, 4	47000
2UZO	17144	2-imino-thiazolidin-4-one analog, 6	120
2UZO	17145	2-imino-thiazolidin-4-one analog, 7	570
2UZO	17146	2-imino-thiazolidin-4-one analog, 8	2900
2UZO	17147	2-imino-thiazolidin-4-one analog, 9	150000
2UZO	17148	2-imino-thiazolidin-4-one analog, 10	9300
2UZO	17149	2-imino-thiazolidin-4-one analog, 11	610
2UZO	17150	2-imino-thiazolidin-4-one analog, 12	570
2UZO	17151	2-imino-thiazolidin-4-one analog, 13	30
2UZO	17152	thiazolidine-2,4-dione, 14	27000
2V0Z	17950	Aliskiren	0.60
2V0Z	18307	8-phenyl-octanecarboxamide peptidomimetic, 64	7
2V0Z	18322	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 30	1
2V0Z	18329	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 38	3
2V0Z	18330	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 39	3
2V0Z	18331	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 40	1
2V0Z	18332	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 41	6
2V0Z	18333	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 42	1
2V0Z	18334	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 43	0.90
2V0Z	18335	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 44	1
2V0Z	18336	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 45	0.90
2V0Z	18337	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 47	0.40
2V0Z	50348983	CHEMBL1808227	2
2V0Z	50348985	CHEMBL1808229	1
2V0Z	50348986	CHEMBL1808230	1
2V0Z	50348987	CHEMBL1808231	1
2V0Z	50348988	CHEMBL1808232	4
2V0Z	50348989	CHEMBL1808233	0.83
2V0Z	50348999	CHEMBL1807384	3
2V10	18281	8-phenyl-octanecarboxamide peptidomimetic, 38b	120
2V10	18282	8-phenyl-octanecarboxamide peptidomimetic, 39	3
2V10	18283	8-phenyl-octanecarboxamide peptidomimetic, 40	6
2V10	18287	8-phenyl-octanecarboxamide peptidomimetic, 44	2
2V10	18289	8-phenyl-octanecarboxamide peptidomimetic, 46	0.80
2V10	18291	8-phenyl-octanecarboxamide peptidomimetic, 48	16
2V10	18308	8-phenyl-octanecarboxamide peptidomimetic, 65	1
2V10	18309	8-phenyl-octanecarboxamide peptidomimetic, 66	3
2V10	18311	8-phenyl-octanecarboxamide peptidomimetic, 68	2
2V10	18321	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 28	1
2V10	18323	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 32	0.70
2V10	18338	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 48	0.80
2V10	18339	2,7-dialkyl-substituted 8-phenyl-octanecarboxamide, 49	1
2V10	50348999	CHEMBL1807384	3
2V12	17947	Renin nonpeptide inhibitor, 7	22
2V12	17948	Renin nonpeptide inhibitor, 8	0.90
2V12	50298188	CHEMBL560682	670
2V12	50298191	CHEMBL557063	2
2V12	50298196	CHEMBL562605	8
2V12	50298197	CHEMBL550066	2
2V12	50298198	CHEMBL550673	8
2V12	50298203	CHEMBL550412	13
2V12	50330342	CHEMBL1276497	39
2V12	50330360	CHEMBL1276272	0.30
2V12	50345193	CHEMBL1783186	0.90
2V12	50348992	CHEMBL1808236	1
2V12	50348993	CHEMBL1807378	4
2V13	17947	Renin nonpeptide inhibitor, 7	22
2V13	17948	Renin nonpeptide inhibitor, 8	0.90
2V13	50298188	CHEMBL560682	670
2V13	50298191	CHEMBL557063	2
2V13	50298196	CHEMBL562605	8
2V13	50298197	CHEMBL550066	2
2V13	50298198	CHEMBL550673	8
2V13	50298199	CHEMBL561342	6
2V13	50298203	CHEMBL550412	13
2V13	50330342	CHEMBL1276497	39
2V13	50330360	CHEMBL1276272	0.30
2V13	50345193	CHEMBL1783186	0.90
2V13	50348992	CHEMBL1808236	1
2V13	50348993	CHEMBL1807378	4
2V16	17942	Renin nonpeptide inhibitor, 2	52
2V16	17943	Renin nonpeptide inhibitor, 3	0.80
2V16	17944	Renin nonpeptide inhibitor, 4	0.50
2V16	50006157	CHEMBL263725	9
2V16	50006192	CHEMBL49225	2
2V16	50036987	CHEMBL319832	12
2V16	50036997	CHEMBL103940	40
2V16	50037004	CHEMBL101074	12
2V16	50037011	CHEMBL103905	8
2V16	50037014	CHEMBL99989	10
2V16	50330343	CHEMBL1231601	0.80
2V16	50387284	CHEMBL2048570	2
2V8X	50316302	CHEMBL1094973	28
2V8X	50316304	CHEMBL1097198	14000
2V8X	50316305	CHEMBL1094975	15500
2V8X	50316307	CHEMBL1095620	10000
2V8X	50316308	CHEMBL1097199	56800
2V8X	50316309	CHEMBL1095941	54500
2V8X	50386761	CHEMBL2046909	2570
2V8X	50386762	CHEMBL2046906	41
2V8X	50386764	CHEMBL2046903	5350
2V8X	50386765	CHEMBL2046904	43000
2V8X	50386766	CHEMBL2046905	59
2V8X	50386767	CHEMBL2046907	1590
2V8X	50386768	CHEMBL2046908	125
2V8X	50386770	CHEMBL2046911	85400
2VB8	50138281	CHEMBL322740	20000
2VB8	50180103	CHEMBL200240	1000000
2VB8	50180104	CHEMBL372341	1000000
2VB8	50180110	CHEMBL199463	1000000
2VB8	50180116	CHEMBL200363	1000000
2VB8	50180118	CHEMBL199428	1000000
2VB8	50180121	CHEMBL201227	1000000
2VB8	50180122	CHEMBL199976	1000000
2VB8	50180123	CHEMBL202928	1000000
2VB8	50180127	CHEMBL200655	100000
2VB8	50180129	CHEMBL199516	1000000
2VB8	50180130	CHEMBL200803	100000
2VC2	50078431	CHEMBL78503	0.15
2VC2	50078432	CHEMBL310350	21
2VC2	50078433	CHEMBL78570	0.15
2VC2	50078436	CHEMBL79211	1
2VC2	50078437	CHEMBL78760	0.07
2VC2	50078438	CHEMBL78517	0.09
2VC2	50078439	CHEMBL78398	15
2VC2	50078440	CHEMBL293601	8
2VC2	50078441	CHEMBL311048	0.08
2VC2	50078442	CHEMBL79294	2
2VC2	50078443	CHEMBL80381	32
2VC2	50078444	CHEMBL80432	11
2VC2	50078446	CHEMBL312330	410
2VC2	50078447	CHEMBL310964	23
2VC2	50101779	CHEMBL294510	47
2VDM	50004065	CHEMBL86115	780
2VDM	50004066	CHEMBL85261	2000
2VDM	50004071	CHEMBL420966	18
2VDM	50039568	CHEMBL315830	600
2VDM	50039569	CHEMBL86167	140
2VDM	50039576	CHEMBL85484	43
2VDM	50039580	CHEMBL85721	29
2VDM	50039584	CHEMBL88012	800
2VDM	50039590	CHEMBL85750	18
2VDM	50039591	CHEMBL85248	63
2VDM	50039592	CHEMBL85684	23
2VDM	50039593	CHEMBL313716	15
2VDM	50039597	CHEMBL85318	500
2VDM	50039600	CHEMBL86130	10000
2VJ7	26502	sultam hydroxyethylamine (HEA) derivative, 1	3
2VJ7	26768	hydroxy ethylamine (HEA), 1	380
2VJ7	26775	hydroxy ethylamine (HEA), 9	11
2VJ7	29755	hydroxyethylamine derivative, 4	9
2VJ7	29756	hydroxyethylamine derivative, 6	49
2VJ7	29757	hydroxyethylamine derivative, 7	63
2VJ7	29758	hydroxyethylamine derivative, 8	110
2VJ7	29761	hydroxyethylamine derivative, 16	19
2VJ7	29762	hydroxyethylamine derivative, 17	23
2VJ7	29763	hydroxyethylamine derivative, 18a	26
2VJ7	29764	hydroxyethylamine derivative, 19	28
2VJ7	29765	hydroxyethylamine derivative, 20	34
2VJ7	29767	hydroxyethylamine derivative, 21	87
2VJ7	29768	hydroxyethylamine derivative, 22	210
2VNM	26502	sultam hydroxyethylamine (HEA) derivative, 1	3
2VNM	26505	sultam hydroxyethylamine (HEA) derivative, 9b	120
2VNM	26507	sultam hydroxyethylamine (HEA) derivative, 9c	30
2VNM	26509	sultam hydroxyethylamine (HEA) derivative, 9d	69
2VNM	26511	sultam hydroxyethylamine (HEA) derivative, 9e	120
2VNM	26513	sultam hydroxyethylamine (HEA) derivative, 9f	140
2VNM	26774	hydroxy ethylamine (HEA), 8	5
2VNM	26775	hydroxy ethylamine (HEA), 9	11
2VNM	26780	hydroxy ethylamine (HEA), 15	12
2VNM	26788	GSK188909	4
2VNM	29759	hydroxyethylamine derivative, 10	23
2VNM	29760	hydroxyethylamine derivative, 11	18
2VNM	29770	hydroxyethylamine derivative, 25	6
2VNM	29771	hydroxyethylamine derivative, 27	40
2VNM	29774	cyclized sulfonamide analogue, 12	91
2VNN	26503	tricyclic hydroxyethylamine (HEA) derivative, 8a	2
2VNN	26504	tricyclic hydroxyethylamine (HEA) derivative, 8b	34
2VNN	26506	tricyclic hydroxyethylamine (HEA) derivative, 8c	5
2VNN	26508	tricyclic hydroxyethylamine (HEA) derivative, 8d	9
2VNN	26510	tricyclic hydroxyethylamine (HEA) derivative, 8e	20
2VNN	26512	tricyclic hydroxyethylamine (HEA) derivative, 8f	15
2VNN	29775	7,6,5 tricyclic sulfonamide, 13	15
2VNN	29777	7,6,5 tricyclic sulfonamide, 15	7
2VNN	29782	7,6,5 tricyclic sulfonamide, 22	2
2VNN	29792	7,6,5 tricyclic sulfonamide, 38	7
2VNN	29793	7,6,5 tricyclic sulfonamide, 39	20
2VNN	29799	sulfonamide tricyclic analogue, 10	22
2VNN	29801	sulfonamide tricyclic analogue, 12	73
2VNN	29803	sulfonamide tricyclic analogue, 14	48
2VNN	29810	sulfonamide tricyclic analogue, 23	50
2VNT	16145	substituted glycine deriv. 19	31
2VNT	16146	substituted glycine deriv. 20	28
2VNT	16147	substituted glycine deriv. 21	21
2VNT	16148	substituted glycine deriv. 22	19
2VNT	16149	substituted glycine deriv. 23	66
2VNT	16150	substituted glycine deriv. 24	22
2VNT	16153	substituted glycine deriv. 27	7
2VNT	16154	substituted glycine deriv. 28	6
2VNT	16155	substituted glycine deriv. 29	8
2VNT	16159	cyclic deriv. 33	10
2VNT	16160	cyclic deriv. 34	111
2VNT	16161	cyclic deriv. 35	23
2VNT	16162	cyclic deriv. 36	160
2VNT	16163	cyclic deriv. 37	54
2VNT	16164	cycloleucine deriv. 38	11
2VNT	16165	cycloleucine deriv. 39	3
2VTD	26442	naphthalene-N-sulfonyl-D-glu derivative, 17a	590000
2VTD	26443	naphthalene-N-sulfonyl-D-glu derivative, 17b	305000
2VTD	26444	naphthalene-N-sulfonyl-D-glu derivative, 17c	280000
2VTD	26445	naphthalene-N-sulfonyl-D-glu derivative, 17d	170000
2VTD	26446	naphthalene-N-sulfonyl-D-glu derivative, 17e	176000
2VTD	26448	naphthalene-N-sulfonyl-D-glu derivative, 17g	630000
2VTD	26449	naphthalene-N-sulfonyl-D-glu derivative, 17h	1000000
2VTD	26451	naphthalene-N-sulfonyl-D-glu derivative, 17j	239000
2VTD	26452	naphthalene-N-sulfonyl-D-glu derivative, 17k	132000
2VTD	26453	naphthalene-N-sulfonyl-D-glu derivative, 17l	105000
2VTD	26454	naphthalene-N-sulfonyl-D-glu derivative, 17m	100000
2VTD	26455	naphthalene-N-sulfonyl-D-glu derivative, 17n	85000
2VTD	26456	naphthalene-N-sulfonyl-D-glu derivative, 17o	122000
2VTD	26460	naphthylsulfonamide, 20	710000
2VTD	26464	naphthylsulfonamide, 38	180000
2VTI	7167	dihydro-benzodipyrazole deriv. 7a	0.30
2VTI	7171	dihydro-benzodipyrazole deriv. 7c	10
2VTI	7173	dihydro-benzodipyrazole deriv. 7d	2
2VTI	7175	dihydro-benzodipyrazole deriv. 7e	150
2VTI	7177	dihydro-benzodipyrazole deriv. 7f	1
2VTI	7179	dihydro-benzodipyrazole deriv. 7g	78
2VTI	7212	dihydro-benzodipyrazole deriv. 7x	18
2VTI	7232	dihydro-benzodipyrazole deriv. 9d	160
2VTI	24634	indazole amide, 13	3000
2VTI	24635	indazole amide, 14	660
2VTI	24636	pyrazole amide, 15	97000
2VTL	24634	indazole amide, 13	3000
2VTL	24635	indazole amide, 14	660
2VTL	24636	pyrazole amide, 15	97000
2VTL	24638	pyrazole amide, 17	85000
2VTL	24639	pyrazole amide, 18	850
2VTL	24640	pyrazole diamide, 19	730
2VTL	24641	pyrazole diamide, 20	1600
2VTL	24642	pyrazole diamide, 21	90
2VTL	24643	pyrazole diamide, 22	140
2VTL	24644	pyrazole diamide, 23	3
2VTN	24636	pyrazole amide, 15	97000
2VTN	24638	pyrazole amide, 17	85000
2VTN	24639	pyrazole amide, 18	850
2VTN	24640	pyrazole diamide, 19	730
2VTN	24641	pyrazole diamide, 20	1600
2VTN	24642	pyrazole diamide, 21	90
2VTN	24643	pyrazole diamide, 22	140
2VTN	24644	pyrazole diamide, 23	3
2VTN	24645	pyrazole diamide, 24	25
2VTN	24646	pyrazole diamide, 25	12
2VTN	24647	pyrazole diamide, 26	19
2VTN	24648	pyrazole diamide, 27	38
2VTN	24649	pyrazole diamide, 28	140
2VTN	24650	pyrazole diamide, 29	44
2VTN	24651	pyrazole diamide, 30	750
2VTO	24638	pyrazole amide, 17	85000
2VTO	24639	pyrazole amide, 18	850
2VTO	24640	pyrazole diamide, 19	730
2VTO	24641	pyrazole diamide, 20	1600
2VTO	24642	pyrazole diamide, 21	90
2VTO	24643	pyrazole diamide, 22	140
2VTO	24644	pyrazole diamide, 23	3
2VTO	24645	pyrazole diamide, 24	25
2VTO	24646	pyrazole diamide, 25	12
2VTO	24647	pyrazole diamide, 26	19
2VTO	24648	pyrazole diamide, 27	38
2VTO	24649	pyrazole diamide, 28	140
2VTO	24650	pyrazole diamide, 29	44
2VTO	24651	pyrazole diamide, 30	750
2VTO	24654	AT7519	47
2VTP	24638	pyrazole amide, 17	85000
2VTP	24639	pyrazole amide, 18	850
2VTP	24640	pyrazole diamide, 19	730
2VTP	24641	pyrazole diamide, 20	1600
2VTP	24642	pyrazole diamide, 21	90
2VTP	24643	pyrazole diamide, 22	140
2VTP	24644	pyrazole diamide, 23	3
2VTP	24645	pyrazole diamide, 24	25
2VTP	24646	pyrazole diamide, 25	12
2VTP	24647	pyrazole diamide, 26	19
2VTP	24648	pyrazole diamide, 27	38
2VTP	24649	pyrazole diamide, 28	140
2VTP	24650	pyrazole diamide, 29	44
2VTP	24651	pyrazole diamide, 30	750
2VTQ	24639	pyrazole amide, 18	850
2VTQ	24641	pyrazole diamide, 20	1600
2VTQ	24642	pyrazole diamide, 21	90
2VTQ	24643	pyrazole diamide, 22	140
2VTQ	24644	pyrazole diamide, 23	3
2VTQ	24645	pyrazole diamide, 24	25
2VTQ	24646	pyrazole diamide, 25	12
2VTQ	24647	pyrazole diamide, 26	19
2VTQ	24648	pyrazole diamide, 27	38
2VTQ	24649	pyrazole diamide, 28	140
2VTQ	24650	pyrazole diamide, 29	44
2VTQ	24651	pyrazole diamide, 30	750
2VTQ	24652	pyrazole diamide, 31	35
2VTQ	24653	pyrazole diamide, 32	110
2VTQ	24654	AT7519	47
2VTS	11428	pyrazolo[1,5-a]pyrimidine 9a	59
2VTS	11429	pyrazolo[1,5-a]pyrimidine 9b	4
2VTS	11430	pyrazolo[1,5-a]pyrimidine 9c	7
2VTS	11431	pyrazolo[1,5-a]pyrimidine 9d	8
2VTS	11433	pyrazolo[1,5-a]pyrimidine 9f	61
2VTS	11434	pyrazolo[1,5-a]pyrimidine 9g	92
2VTS	11436	pyrazolo[1,5-a]pyrimidine 9i	2100
2VTS	11441	pyrazolo[1,5-a]pyrimidine 9n	16
2VTS	24632	pyrazolo[1,5-a]pyrimidine-3-carbonitrile, 11	1500
2VTS	24633	pyrazolo[1,5-a]pyrimidine-3-carbonitrile, 12	30
2VTT	24639	pyrazole amide, 18	850
2VTT	24640	pyrazole diamide, 19	730
2VTT	24641	pyrazole diamide, 20	1600
2VTT	24643	pyrazole diamide, 22	140
2VTT	24644	pyrazole diamide, 23	3
2VTT	24645	pyrazole diamide, 24	25
2VTT	24646	pyrazole diamide, 25	12
2VTT	24647	pyrazole diamide, 26	19
2VTT	24648	pyrazole diamide, 27	38
2VTT	24649	pyrazole diamide, 28	140
2VTT	24650	pyrazole diamide, 29	44
2VTT	24651	pyrazole diamide, 30	750
2VTT	24652	pyrazole diamide, 31	35
2VTT	24653	pyrazole diamide, 32	110
2VTT	24654	AT7519	47
2VU3	24639	pyrazole amide, 18	850
2VU3	24641	pyrazole diamide, 20	1600
2VU3	24642	pyrazole diamide, 21	90
2VU3	24643	pyrazole diamide, 22	140
2VU3	24644	pyrazole diamide, 23	3
2VU3	24645	pyrazole diamide, 24	25
2VU3	24646	pyrazole diamide, 25	12
2VU3	24647	pyrazole diamide, 26	19
2VU3	24648	pyrazole diamide, 27	38
2VU3	24649	pyrazole diamide, 28	140
2VU3	24650	pyrazole diamide, 29	44
2VU3	24651	pyrazole diamide, 30	750
2VU3	24652	pyrazole diamide, 31	35
2VU3	24654	AT7519	47
2W1E	24712	Lactam analogue, 2	69
2W1E	27077	pyrazole-benzimidazole amide analogue, 6	70
2W1E	27078	pyrazole-benzimidazole amide analogue, 7	6
2W1E	27079	pyrazole-benzimidazole amide analogue, 8	4
2W1E	27080	pyrazole-benzimidazole amide analogue, 9	10
2W1E	27081	pyrazole-benzimidazole urea analogue, 10	12
2W1E	27082	pyrazole-benzimidazole urea analogue, 11	3
2W1E	27083	pyrazole-benzimidazole urea analogue, 12	2
2W1E	27084	pyrazole-benzimidazole urea analogue, 13	6
2W1E	27085	pyrazole-benzimidazole urea analogue, 14	13
2W1E	27086	pyrazole-benzimidazole urea analogue, 15	26
2W1E	27087	pyrazole-benzimidazole urea analogue, 16	3
2WD1	50295728	CHEMBL562958	5670
2WD1	50295729	CHEMBL556118	3500
2WD1	50295730	CHEMBL554510	900
2WD1	50295733	CHEMBL550651	480
2WD1	50295734	CHEMBL563356	70
2WD1	50295735	CHEMBL550305	20
2WD1	50295737	CHEMBL561180	4400
2WD1	50295739	CHEMBL561258	1730
2WD1	50295744	CHEMBL561583	310
2WD1	50295745	CHEMBL561660	82
2WD1	50295746	CHEMBL550857	300
2WD1	50295747	CHEMBL556627	20
2WD1	50295748	CHEMBL561864	20
2WD1	50295754	CHEMBL564904	480
2WD1	50351649	CHEMBL1822362	20
2WEJ	10855	aromatic/heteroaromatic sulfonamide 1	295
2WEJ	10857	aromatic/heteroaromatic sulfonamide 2	300
2WEJ	10859	aromatic/heteroaromatic sulfonamide 4	320
2WEJ	11372	Hydroxysulfonamide 53	26
2WEJ	11374	Hydroxysulfonamide 55	21
2WEJ	12414	benzenesulfonamide	5870
2WEJ	50125192	CHEMBL6648	133
2WEJ	50155502	CHEMBL363086	3600
2WEV	8051	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 22	110
2WEV	8052	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 23	10000
2WEV	8054	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 25	70
2WEV	8055	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 26	30
2WEV	8056	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 27	110
2WEV	8059	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 30	800
2WEV	8060	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 31	160
2WEV	8061	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 32	2
2WEV	8069	CS18	190
2WEY	14754	Papaverine	76
2WEY	50351890	CHEMBL1821787	55
2WEY	50351891	CHEMBL1821790	28
2WEY	50351892	CHEMBL1821791	49
2WEY	50351894	CHEMBL1821789	55
2WEY	50351898	CHEMBL1821784	200
2WEY	50351899	CHEMBL1821779	237
2WEY	50351900	CHEMBL1821778	244
2WEY	50351901	CHEMBL1821788	246
